1,52.496719,13.430990
2,52.495283,13.435208
3,52.494128,13.441592
4,52.491672,13.438296
5,52.497882,13.424678
6,52.493476,13.428545
7,52.495648,13.433112
8,52.490824,13.431088
9,52.498574,13.427416
10,52.494780,13.426291
11,52.492076,13.437507
12,52.496354,13.429550
13,52.491237,13.434934
14,52.497116,13.432366
15,52.493263,13.439409
16,52.498038,13.425133
17,52.494690,13.436110
18,52.491840,13.427903
19,52.497438,13.430365
20,52.496108,13.437935
21,52.492748,13.430569
22,52.490402,13.432508
23,52.498889,13.435766
24,52.494493,13.439840
25,52.493005,13.436982
26,52.491369,13.425895
27,52.497744,13.432870
28,52.496917,13.426983
29,52.493849,13.426013
30,52.491558,13.428098
31,52.497236,13.429120
32,52.494384,13.432729
33,52.492121,13.430296
34,52.490716,13.434267
35,52.498209,13.431622
36,52.496480,13.435466
37,52.493623,13.433175
38,52.491982,13.432308
39,52.497579,13.428833
40,52.495146,13.434032
41,52.494895,13.431162
42,52.492373,13.427177
43,52.490943,13.429554
44,52.498612,13.432744
45,52.496250,13.433660
46,52.493756,13.431036
47,52.492517,13.426359
48,52.490057,13.433388
49,52.497974,13.426173
50,52.495503,13.430890
51,52.494332,13.437249
52,52.491894,13.428924
53,52.497403,13.431903
54,52.496053,13.426606
55,52.493287,13.431360
56,52.491728,13.429290
57,52.498248,13.430838
58,52.496622,13.432152
59,52.493991,13.435335
60,52.492634,13.426854
61,52.490288,13.432975
62,52.498748,13.429487
63,52.495329,13.432236
64,52.494076,13.434402
65,52.491618,13.426118
66,52.497809,13.431418
67,52.496163,13.429925
68,52.493401,13.429662
69,52.491069,13.431786
70,52.498484,13.428566
71,52.494784,13.433994
72,52.493322,13.428290
73,52.491976,13.432608
74,52.497480,13.432982
75,52.495137,13.431673
76,52.494874,13.429034
77,52.492354,13.428658
78,52.490707,13.429821
79,52.498199,13.432294
80,52.496533,13.430132
81,52.493671,13.427745
82,52.492132,13.431103
83,52.490393,13.431350
84,52.497930,13.429770
85,52.495460,13.431907
86,52.494219,13.430694
87,52.491772,13.431536
88,52.497542,13.429259
89,52.496191,13.430557
90,52.493533,13.429396
91,52.492194,13.428471
92,52.490708,13.429932
93,52.498152,13.429652
94,52.495683,13.428882
95,52.494434,13.428108
96,52.491975,13.430214
97,52.497618,13.429479
98,52.496268,13.431287
99,52.493806,13.429706
100,52.492467,13.428784
